title,images,url,price,time,person_type,city,metro,address,nedvigimost_type,source,listing_type,total_area_sale,km_do_metro,region,city1,coords_lat,coords_lng,ad_type,object_type,total_area,floor,total_floors,property_type_rent,total_area_rent,floor_rent,year,building_type,room_floor,room_total_area,room_category,building_parking,room_finish,room_entrance,room_deposit,time_source_created,time_source_updated,is_actual,floor_sale,property_type_sale,district_only,metro_only,price_per_m2_rent,price_per_m2_sale,city_lng,city_lat,dist_km,price_per_sqm,month
"Коммерческая земля в Самарская область, Волжский район, Смышляевка городское поселение  (2.0 га.)",[],https://www.cian.ru/sale/commercial/312931681,5000000.0,2025-01-29 07:05:03,Частное лицо,Самарская область,,,Продам,cian.ru,Продам,2.0,0.0,Самарская область,Волжский район,53.260457,50.419805,Продам,Коммерческая земля,2.0,,,,,,2025.0,,,,,,,,,2025-01-28 15:28:07,2025-01-29 06:17:11,1.0,,Коммерческая земля,,,,2500000.0,46.1228738,51.5561723,347.57061091910305,2500000.0,1
Помещение свободного назначения (65 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14767060/add.91cbfac37636118321d14c7f2b44a387.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13457073/add.c932ae11586d00c4fc6901c167290c6d.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12797795/add.85e73aea896c9befba891e2a3e5d0498.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/10129302/add.8b1a1a29fa40d457de484b6df9b466d5.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14789446/add.e5b2752cf19eea90fc971407afb9eb12.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13094623/add.79ec11563441f2d15e9516aff359d128.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15363439/add.21736f0201edd4c0c576d4d4290ec085.realty-api-vos/large'}]",https://realty.ya.ru/offer/8151970864786952193/,2900000.0,2025-01-28 21:35:12,Частное лицо,Самарская область,Алабинская,"Молодогвардейская улица, 213",Продам,realty.yandex.ru,Продам,65.0,1.25,Самарская область,Самара,53.205673,50.119804,Продам,Помещение свободного назначения,65.0,0.0,9.0,,,,2025.0,,,,,,,,,2025-01-28 21:29:57,2025-01-28 21:29:57,1.0,0.0,Помещение свободного назначения,,Алабинская,,44615.38461538462,50.1014927,53.1956255,1.6540236701002122,44615.38461538462,1
"Помещение свободного назначения в Самарская область, Самара Московское ш., 123 (21 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-samara-moskovskoe-shosse-2274713418-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-samara-moskovskoe-shosse-2274611358-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-samara-moskovskoe-shosse-2274722556-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-samara-moskovskoe-shosse-2274707506-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-samara-moskovskoe-shosse-2274611362-1.jpg'}]",https://www.cian.ru/sale/commercial/307580426,4200000.0,2025-02-04 18:24:32,Частное лицо,Самарская область,Безымянка,"Московское ш., 123",Продам,cian.ru,Продам,21.0,7.333,Самарская область,Самара,53.237655,50.208665,Продам,Помещение свободного назначения,21.0,1.0,9.0,,,,2025.0,,,,,,,,,2024-09-20 15:36:08,2025-02-04 17:48:14,1.0,1.0,Помещение свободного назначения,Промышленный,Безымянка,,200000.0,50.1014927,53.1956255,8.530002581502186,200000.0,2
"Торговая площадь в Самарская область, Самара ул. Гагарина, 51 (87 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007535-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007578-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007565-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007573-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007572-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007583-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007584-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-samara-ulica-gagarina-2390007588-1.jpg'}]",https://www.cian.ru/sale/commercial/313145220,15000000.0,2025-02-02 17:20:59,Частное лицо,Самарская область,Гагаринская,"ул. Гагарина, 51",Продам,cian.ru,Продам,87.0,0.25,Самарская область,Самара,53.20001,50.179514,Продам,Торговое помещение,87.0,1.0,9.0,,,,2025.0,,,,,,,,,2025-02-02 16:28:07,2025-02-02 16:28:12,1.0,1.0,Торговое помещение,Железнодорожный,Гагаринская,,172413.7931034483,50.1014927,53.1956255,5.2199543793021,172413.7931034483,2
"Помещение свободного назначения в Самарская область, Тольятти ул. Ленина, 101 (40 м²)",[],https://www.cian.ru/sale/commercial/313123279,4400000.0,2025-02-01 19:19:17,Частное лицо,Самарская область,Центральный,"ул. Ленина, 101",Продам,cian.ru,Продам,40.0,0.0,Самарская область,Тольятти,53.515675,49.416476,Продам,Помещение свободного назначения,40.0,1.0,4.0,,,,2025.0,Жилой дом,,,,,,,,2025-02-01 19:10:55,2025-02-01 19:11:15,1.0,1.0,Помещение свободного назначения,Центральный,,,110000.0,49.4189187,53.5098845,0.6638230016827728,110000.0,2
"Помещение свободного назначения в Самарская область, Жигулевск пос. Яблоневый Овраг, ул. Никитина, 5 (67 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-yablonevyy-ovrag-nikitina-ulica-2139570457-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-yablonevyy-ovrag-nikitina-ulica-2139570462-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-yablonevyy-ovrag-nikitina-ulica-2139570461-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-yablonevyy-ovrag-nikitina-ulica-2139570455-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-yablonevyy-ovrag-nikitina-ulica-2139570463-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-yablonevyy-ovrag-nikitina-ulica-2139570460-1.jpg'}]",https://www.cian.ru/sale/commercial/300413221,1600000.0,2025-02-01 12:20:49,Частное лицо,Самарская область,,"пос. Яблоневый Овраг, ул. Никитина, 5",Продам,cian.ru,Продам,67.0,0.0,Самарская область,Жигулевск,53.40799,49.407269,Продам,Помещение свободного назначения,67.0,1.0,5.0,,,,2025.0,Жилой дом,,,,,,,,2024-04-04 09:54:41,2025-02-01 12:44:59,1.0,1.0,Помещение свободного назначения,,,,23880.597014925377,49.4955657,53.4005122,5.912001831487647,23880.597014925377,2
"Здание в Самарская область, Тольятти Лесная ул., 50А (310 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2395905073-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2395907423-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2395907427-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2395907426-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2395905076-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2395905079-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2395905077-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2395905091-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2395905092-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2384949512-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2385076595-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2384949520-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2384949515-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2384949522-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2384949556-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-tolyatti-lesnaya-ulica-2384949416-1.jpg'}]",https://www.cian.ru/sale/commercial/312906614,15490000.0,2025-02-09 17:20:12,Частное лицо,Самарская область,Центральный,"Лесная ул., 50А",Продам,cian.ru,Продам,310.0,0.0,Самарская область,Тольятти,53.513801,49.395779,Продам,Здание,310.0,,2.0,,,,2025.0,Помещение свободного назначения,,,,,,,,2025-01-28 06:38:20,2025-02-09 16:37:22,1.0,,Здание,Центральный,,,49967.74193548387,49.4189187,53.5098845,1.5908314603854208,49967.74193548387,2
"Коммерческая земля в Самарская область, Красноярский район, Светлое Поле с/пос  (3.0 га.)","[{'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-svetloe-pole-2395890105-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-svetloe-pole-2395898886-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-svetloe-pole-2395898882-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-svetloe-pole-2395899305-1.jpg'}]",https://www.cian.ru/sale/commercial/313417445,35000000.0,2025-02-08 13:16:38,Частное лицо,Самарская область,,,Продам,cian.ru,Продам,3.0,0.0,Самарская область,Красноярский район,53.541287,50.200814,Продам,Коммерческая земля,3.0,,,,,,2025.0,,,,,,,,,2025-02-08 13:12:33,2025-02-08 13:12:38,1.0,,Коммерческая земля,,,,11666666.666666666,50.3653105,53.5720512,11.391233010443706,11666666.666666666,2
"Офис в Самарская область, Тольятти ул. Есенина, 16Б (161 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-tolyatti-ulica-esenina-2395662314-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-tolyatti-ulica-esenina-2395662367-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-tolyatti-ulica-esenina-2395662402-1.jpg'}]",https://www.cian.ru/sale/commercial/313407179,13820200.0,2025-02-08 00:21:17,Частное лицо,Самарская область,Комсомольский,"ул. Есенина, 16Б",Продам,cian.ru,Продам,161.0,0.0,Самарская область,Тольятти,53.481722,49.456308,Продам,Офисное помещение,161.0,1.0,9.0,,,,2025.0,Жилой дом,,,,,,,,2025-02-07 23:49:42,2025-02-07 23:49:46,1.0,1.0,Офисное помещение,Комсомольский,,,85839.75155279503,49.4189187,53.5098845,3.9903987669849994,85839.75155279503,2
"Помещение свободного назначения в Самарская область, Тольятти ул. Дзержинского, 77А (20 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tolyatti-ulica-dzerzhinskogo-2393116089-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tolyatti-ulica-dzerzhinskogo-2393116091-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tolyatti-ulica-dzerzhinskogo-2393116086-1.jpg'}]",https://www.cian.ru/sale/commercial/313283511,1200000.0,2025-02-06 11:12:30,Агентство,Самарская область,Автозаводский,"ул. Дзержинского, 77А",Продам,cian.ru,Продам,20.0,0.0,Самарская область,Тольятти,53.538531,49.267437,Продам,Помещение свободного назначения,20.0,1.0,2.0,,,,2025.0,Торгово-офисный комплекс,,,,,,,,2025-02-05 14:38:08,2025-02-06 10:49:28,1.0,1.0,Помещение свободного назначения,Автозаводский,,,60000.0,49.4189187,53.5098845,10.507900898836436,60000.0,2
Офис (20 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/9897712/add.c0bd2506d6862acece25380213977be0.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14896786/add.8cb3899d23130dff3e80337809b483d4.realty-api-vos/large'}]",https://realty.ya.ru/offer/928292072286782465/,1200000.0,2025-02-05 15:30:20,Частное лицо,Самарская область,,"улица Дзержинского, 77А",Продам,realty.yandex.ru,Продам,20.0,0.0,Самарская область,Тольятти,53.53851,49.26743,Продам,Офисное помещение,20.0,1.0,2.0,,,,2025.0,,,,,,,,,2025-02-05 15:28:51,2025-02-05 15:28:51,1.0,1.0,Офисное помещение,,,,60000.0,49.4189187,53.5098845,10.507636627298586,60000.0,2
Помещение свободного назначения (55 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/9888222/add.7bea68026d4e1e39e5dbb4b65baa53d7.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15037245/add.92a37747e0faaf5a70392acf215e254a.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.7b8e5550a007d64939ccc78bebb45879.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12738695/add.c4564ca9e93494d64a3858b47d735a24.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13813756/add.c1c5c0cd18f8eb38848be461f4a63f79.realty-api-vos/large'}]",https://realty.ya.ru/offer/4956611232396605697/,4150000.0,2025-02-13 22:35:28,Частное лицо,Самарская область,Алабинская,"Галактионовская улица, 39",Продам,realty.yandex.ru,Продам,55.0,15.583,Самарская область,Самара,53.186977,50.09917,Продам,Помещение свободного назначения,55.0,1.0,5.0,,,,2025.0,,,,,,,,,2025-02-13 23:03:02,2025-02-13 23:03:02,1.0,1.0,Помещение свободного назначения,,Алабинская,,75454.54545454546,50.1014927,53.1956255,0.9740396231274548,75454.54545454546,2
"Коммерческая земля в Самарская область, Ставропольский район, Севрюкаево с/пос  (31.5 га.)","[{'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sevryukaevo-2398702588-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sevryukaevo-2398702613-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sevryukaevo-2398658965-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sevryukaevo-2398695626-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/kommercheskie-zemli-sevryukaevo-2399502614-1.jpg'}]",https://www.cian.ru/sale/commercial/313545724,6600000.0,2025-02-12 18:20:50,Частное лицо,Самарская область,,,Продам,cian.ru,Продам,31.5,0.0,Самарская область,Ставропольский район,53.16969,49.496265,Продам,Коммерческая земля,31.5,,,,,,2025.0,,,,,,,,,2025-02-11 21:53:35,2025-02-12 17:36:08,1.0,,Коммерческая земля,,,,209523.80952380956,49.6856752,53.4995586,38.77590276005271,209523.80952380956,2
"Офис в Самарская область, Самара ул. Мичурина, 76 (103 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2359611670-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2343343681-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2343412552-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2343343627-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2343461865-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2359608701-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2359611669-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2359608704-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2359608712-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/ofis-samara-ulica-michurina-2359608714-1.jpg'}]",https://www.cian.ru/sale/commercial/310928350,5500000.0,2025-02-12 14:25:23,Частное лицо,Самарская область,Алабинская,"ул. Мичурина, 76",Продам,cian.ru,Продам,103.0,0.917,Самарская область,Самара,53.205663,50.143537,Продам,Офисное помещение,103.0,2.0,4.0,,,,2025.0,Административное здание,,,,,,,,2024-12-06 15:01:28,2025-02-12 14:29:11,1.0,2.0,Офисное помещение,Октябрьский,Алабинская,,53398.05825242718,50.1014927,53.1956255,3.014681129359368,53398.05825242718,2
"Здание в Самарская область, Ставропольский район, с. Ягодное ул. Липовая, 3 (1015 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/zdanie-yagodnoe-lipovaya-ulica-2371330912-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-yagodnoe-lipovaya-ulica-2371330907-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-yagodnoe-lipovaya-ulica-2371330913-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-yagodnoe-lipovaya-ulica-2371330910-1.jpg'}]",https://www.cian.ru/sale/commercial/312213711,150000000.0,2025-02-12 11:15:12,Частное лицо,Самарская область,,"ул. Липовая, 3",Продам,cian.ru,Продам,1015.0,0.0,Самарская область,Ставропольский район,53.584163,49.05592,Продам,Здание,1015.0,,2.0,,,,2025.0,Помещение свободного назначения,,,,,,,,2025-01-13 10:33:27,2025-02-12 10:36:27,1.0,,Здание,,,,147783.2512315271,49.6856752,53.4995586,42.66170117412458,147783.2512315271,2
"Здание в Самарская область, Новокуйбышевск ул. Миронова, 30Ж (33 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/zdanie-novokuybyshevsk-ulica-mironova-2397990362-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/zdanie-novokuybyshevsk-ulica-mironova-2397990348-1.jpg'}]",https://www.cian.ru/sale/commercial/313518474,1180000.0,2025-02-11 12:20:04,Частное лицо,Самарская область,,"ул. Миронова, 30Ж",Продам,cian.ru,Продам,33.0,0.0,Самарская область,Новокуйбышевск,53.084279,49.949806,Продам,Здание,33.0,,1.0,,,,2025.0,Помещение свободного назначения,,,,,,,,2025-02-11 12:15:34,2025-02-11 12:17:29,1.0,,Здание,,,,35757.57575757576,49.948364,53.099243,1.666704769174266,35757.57575757576,2
